CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
00.332.266/0001-31;2018-11-01;1;2018-11-30;116;;;;;;;;;;;;;;;;518579117.47;513784122.81;2737722;187.668478687756;0.000113;0;0.044202;0.036744;0.007458;0
00.332.266/0001-31;2018-12-01;1;2018-12-31;148;142;2;0;0;0;0;0;1;0;0;0;1;1;0;1;522754315.49;517277631.75;2749208;188.155145681956;0.000113;0;0.011131;0.002593;0.008538;0
00.613.094/0001-74;2018-01-01;1;2018-01-31;176;158;6;2;1;3;0;0;6;0;0;0;0;0;0;0;185599087.78;180750293.55;758400;238.331083267405;0;2.82158324605388E-05;0.005783;0.005783;0;0
00.613.094/0001-74;2018-02-01;1;2018-02-28;180;162;6;2;1;3;0;0;6;0;0;0;0;0;0;0;185490532.72;180654211.15;758400;238.204392339135;0;2.82308392802849E-05;-0.000532;-0.000532;0;0
00.613.094/0001-74;2018-03-01;1;2018-03-31;183;165;6;2;1;3;0;0;6;0;0;0;0;0;0;0;186148468.31;181333745.94;758400;239.100403401899;0;2.81250462982632E-05;0.003762;0.003762;0;0
00.613.094/0001-74;2018-04-01;1;2018-04-30;179;161;6;2;1;3;0;0;6;0;0;0;0;0;0;0;186752028.14;181951577.13;758400;239.915054232595;0;2.87393496817633E-05;0.003407;0.003407;0;0
00.613.094/0001-74;2018-05-01;1;2018-05-31;182;164;6;2;1;3;0;0;6;0;0;0;0;0;0;0;188501911.79;183716333.42;758400;242.242000817511;0;2.77602971116383E-05;0.009699;0.009699;0;0
00.613.094/0001-74;2018-06-01;1;2018-06-30;182;164;6;2;1;3;0;0;6;0;0;0;0;0;0;0;191107869.3;186021313.99;758400;245.28126844673;0;2.74163206940272E-05;0.012546;0.012546;0;0
00.613.094/0001-74;2018-07-01;1;2018-07-31;182;164;6;2;1;3;0;0;6;0;0;0;0;0;0;0;191669351.34;186593770.69;758400;246.036090044831;0;2.73322093290723E-05;0.0031;0.0031;0;0
00.613.094/0001-74;2018-08-01;1;2018-08-31;185;167;6;2;1;3;0;0;6;0;0;0;0;0;0;0;192470694.07;187410894.74;758400;247.113521545359;0;2.72174144788996E-05;0.004379;0.004379;0;0
00.613.094/0001-74;2018-09-01;1;2018-09-30;187;169;6;2;1;3;0;0;6;0;0;0;0;0;0;0;194532375.49;189475633.42;758400;249.836014530591;0;2.69164953189262E-05;0.011;0.011;0;0
00.613.094/0001-74;2018-10-01;1;2018-10-31;189;171;6;2;1;3;0;0;6;0;0;0;0;0;0;0;195662631.95;190677892.84;758400;251.421272204641;0;2.91302778574837E-05;0.006345;0.006345;0;0
00.613.094/0001-74;2018-11-01;1;2018-11-30;205;187;6;2;1;3;0;0;6;0;0;0;0;0;0;0;194689251.67;189721449.6;758400;250.160139240506;0;2.92771324049592E-05;-0.005;-0.005;0;0
00.613.094/0001-74;2018-12-01;1;2018-12-31;227;209;6;2;1;3;0;0;6;0;0;0;0;0;0;0;192882472.95;186691068.73;758400;246.164383873945;0;2.97523606125644E-05;-0.016;-0.016;0;0
00.762.723/0001-28;2018-01-01;1;2018-01-31;1918;;;;;;;;;;;;;;;;124935925.5;124349477.13;36319906;3.42372794494567;0.000219;0;0.007964;0.003445;0.004519;0
00.762.723/0001-28;2018-02-01;1;2018-02-28;2063;;;;;;;;;;;;;;;;125414414;124827238.03;36319906;3.43688218879201;0.000221;0;0.008345;0.003842;0.004503;0
00.762.723/0001-28;2018-03-01;1;2018-03-31;2096;2089;3;0;0;0;0;0;1;0;0;0;0;1;0;2;125801692.36;124778962.98;36319906;3.43555302648636;0.000221;0;0.007585;-0.000387;0.007972;0
00.762.723/0001-28;2018-04-01;1;2018-04-30;2237;;;;;;;;;;;;;;;;125798967.28;124776801.05;36319906;3.4354935018279;0.000221;0;0.007958;-1.7E-05;0.007975;0
00.762.723/0001-28;2018-05-01;1;2018-05-31;2471;;;;;;;;;;;;;;;;125751508.76;124717308.97;36319906;3.43385549979122;0.000221;0;0.007498;-0.000477;0.007975;0
00.762.723/0001-28;2018-06-01;1;2018-06-30;2639;2634;2;0;0;0;0;0;1;0;0;0;0;0;0;2;125746192.53;124712579.59;36319906;3.43372528524716;0.000221;0;0.007941;-3.8E-05;0.007979;0
00.762.723/0001-28;2018-07-01;1;2018-07-31;2773;;;;;;;;;;;;;;;;125715094.43;124682107.55;36319906;3.4328862951903;0.000221;0;0.007736;-0.000244;0.00798;0
00.762.723/0001-28;2018-08-01;1;2018-08-31;3013;;;;;;;;;;;;;;;;125668020.55;124645325.83;36319906;3.43187358001422;0.000221;0;0.007687;-0.000295;0.007982;0
00.762.723/0001-28;2018-09-01;1;2018-09-30;3201;3196;2;0;0;0;0;0;1;0;0;0;0;0;0;2;125602775.69;124580096.3;36319906;3.43007760813037;0.000221;0;0.007461;-0.000523;0.007984;0
00.762.723/0001-28;2018-10-01;1;2018-10-31;3487;;;;;;;;;;;;;;;;125609746;124585401.6;36319906;3.43022367954366;0.000221;0;0.008031;4.3E-05;0.007988;0
00.762.723/0001-28;2018-11-01;1;2018-11-30;3804;;;;;;;;;;;;;;;;124756223.28;123727998.09;36319906;3.40661669361149;0.000221;0;0.001106;-0.006882;0.007988;0
00.762.723/0001-28;2018-12-01;1;2018-12-31;4125;4119;3;0;0;0;0;0;1;0;0;0;0;0;0;2;124795439.28;123736570.12;36319906;3.40685270826417;0.000221;0;0.008112;6.9E-05;0.008043;0
00.868.235/0001-08;2018-01-01;1;2018-01-31;7;;;;;;;;;;;;;;;;101150557.14;100964136.13;54316;1858.82863484056;0.000323;0;0.00601;0.00601;0;0
00.868.235/0001-08;2018-02-01;1;2018-02-28;7;;;;;;;;;;;;;;;;101650303.93;100975743.85;54316;1859.0423420355;0.000323;0;0.00571;0.000115;0.005595;0
00.868.235/0001-08;2018-03-01;1;2018-03-31;7;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;101779977.89;101337418.87;54316;1865.70106174976;0.000322;0;0.006633;0.003582;0.003051;0
00.868.235/0001-08;2018-04-01;1;2018-04-30;7;;;;;;;;;;;;;;;;101921005.37;101129657.93;54316;1861.87602050961;0.000323;0;0.003873;-0.00205;0.005923;0
00.868.235/0001-08;2018-05-01;1;2018-05-31;7;;;;;;;;;;;;;;;;101872993.23;101019650.41;54316;1859.85069611164;0.000323;0;0.005728;-0.001088;0.006816;0
00.868.235/0001-08;2018-06-01;1;2018-06-30;7;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;101692047.21;100508019.69;54316;1850.43117479196;0.000325;0;0.005527;-0.005065;0.010592;0
00.868.235/0001-08;2018-07-01;1;2018-07-31;7;;;;;;;;;;;;;;;;101588407.3;100901924.23;54316;1857.68326515207;0.000323;0;0.006497;0.003919;0.002578;0
00.868.235/0001-08;2018-08-01;1;2018-08-31;7;;;;;;;;;;;;;;;;101674341.6;100869207.35;54316;1857.08092182782;0.000323;0;0.006566;-0.000324;0.00689;0
00.868.235/0001-08;2018-09-01;1;2018-09-30;7;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;101528098.22;100775806.24;54316;1855.36133441343;0.000324;0;0.005428;-0.000926;0.006354;0
00.868.235/0001-08;2018-10-01;1;2018-10-31;7;;;;;;;;;;;;;;;;101438030.63;100879328.95;54316;1857.26726839237;0.000323;0;0.005463;0.001027;0.004436;0
00.868.235/0001-08;2018-11-01;1;2018-11-30;7;;;;;;;;;;;;;;;;103124199.04;102527146.8;54316;1887.60488253921;0.000318;0;0.02117;0.016335;0.004835;0
00.868.235/0001-08;2018-12-01;1;2018-12-31;7;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;102796174.82;102169620.98;54316;1881.02255283894;0.000319;0;0.001456;-0.003487;0.004943;0
01.201.140/0001-90;2018-01-01;1;2018-01-31;3663;;;;;;;;;;;;;;;;791749971.56;784633803.15;61019165;12.858809247062;8.3E-05;0;0.006648;0.00175;0.004898;0
01.201.140/0001-90;2018-02-01;1;2018-02-28;4477;;;;;;;;;;;;;;;;790058675.35;784896159.85;61019165;12.8631088257271;8.3E-05;0;0.006555;0.000334;0.006221;0
01.201.140/0001-90;2018-03-01;1;2018-03-31;5092;5076;5;0;0;0;4;0;0;0;0;0;3;3;0;1;790094860.87;784925853.7;61019165;12.8635954572633;8.3E-05;0;0.006257;3.8E-05;0.006219;0
01.201.140/0001-90;2018-04-01;1;2018-04-30;5504;;;;;;;;;;;;;;;;790591872.9;785425925.4;61019165;12.8717907791757;8.3E-05;0;0.006856;0.000637;0.006219;0
01.201.140/0001-90;2018-05-01;1;2018-05-31;6032;;;;;;;;;;;;;;;;790353929.92;784868696.13;61019165;12.8626587422165;0.000108;0;0.005895;-0.000709;0.006604;0
01.201.140/0001-90;2018-06-01;1;2018-06-30;6547;6529;5;0;0;0;4;0;0;0;0;0;4;4;0;1;790122681.22;781790198.35;61019165;12.8122074163093;8.4E-05;0;0.006299;-0.003922;0.010221;0
01.201.140/0001-90;2018-07-01;1;2018-07-31;8043;;;;;;;;;;;;;;;;789709444.78;784612498.46;61019165;12.8584600995441;8.4E-05;0;0.006617;0.00361;0.003007;0
01.201.140/0001-90;2018-08-01;1;2018-08-31;10110;;;;;;;;;;;;;;;;790598247.58;785121428.99;61019165;12.8668006025648;8.2E-05;0;0.007259;0.000649;0.00661;0
01.201.140/0001-90;2018-09-01;1;2018-09-30;11289;11265;15;0;0;0;4;0;0;0;0;0;2;2;0;1;790799824.92;785323700.59;61019165;12.8701154889615;8.3E-05;0;0.006864;0.000258;0.006606;0
01.201.140/0001-90;2018-10-01;1;2018-10-31;12604;;;;;;;;;;;;;;;;789426408.39;783949331.05;61019165;12.847591917228;8.3E-05;0;0.004854;-0.00175;0.006604;0
01.201.140/0001-90;2018-11-01;1;2018-11-30;14898;;;;;;;;;;;;;;;;911067866.72;905327702.62;61019165;14.8367763246187;8.3E-05;0;0.161834;0.154829;0.007005;0
01.201.140/0001-90;2018-12-01;1;2018-12-31;17370;17341;22;0;0;0;4;0;0;0;0;0;0;2;0;1;914571554.64;907480454.93;61019165;14.8720562618318;0.000142;0;0.009917;0.002378;0.007539;0
01.235.622/0001-61;2018-01-01;2;2018-01-31;52;37;;;;;;;;;;;;1;14;;2048329676.1;1955654907.12;692257;2825.04172167273;0.000415;3E-06;-0.0368;-0.0368;0;0
01.235.622/0001-61;2018-02-01;2;2018-02-28;52;37;;;;;;;;;;;;1;14;;2042960800.24;1950073432.97;692257;2816.9790019747;0.000445;3E-06;-0.0029;-0.0029;0;0
01.235.622/0001-61;2018-03-01;2;2018-03-29;52;37;;;;;;;;;;;;1;14;;2089471595.53;1951339189.68;692257;2818.80745110559;0.000416;3E-06;0.0006;0.0006;0;0
01.235.622/0001-61;2018-04-01;2;2018-04-30;52;37;;;;;;;;;;;;1;14;;2092057135.12;1953978895.1;692257;2822.6206381445;0.000416;3E-06;0.0014;0.0014;0;0
01.235.622/0001-61;2018-05-01;2;2018-05-30;52;37;;;;;;;;;;;;1;14;;2111408767.7;1964453843.37;692257;2837.75222694751;0.000416;3E-06;0.0054;0.0054;0;0
01.235.622/0001-61;2018-06-01;2;2018-06-29;52;37;;;;;;;;;;;;1;14;;2125172466.81;1958910166.77;692257;2829.74410770855;0.000418;3E-06;-0.0028;-0.0028;0;0
01.235.622/0001-61;2018-07-01;2;2018-07-31;52;37;;;;;;;;;;;;1;14;;2133133663.59;1961653494.94;692257;2833.70698301353;0.000416;3E-06;0.0014;0.0014;0;0
01.235.622/0001-61;2018-08-01;2;2018-08-31;52;37;;;;;;;;;;;;1;14;;2150182493.01;1973233019.02;692257;2850.43418704325;0.000414;3E-06;0.0014;0.0014;0;0
01.235.622/0001-61;2018-09-01;2;2018-09-28;52;37;;;;;;;;;;;;1;14;;2238128488.19;2031664931.33;709980;2861.58051118341;0.000405;3E-06;0.0039;0.0039;0;0
01.235.622/0001-61;2018-10-01;2;2018-10-31;52;37;;;;;;;;;;;;1;14;;2278734748.2;2044028630.66;709980;2878.99466275106;0.000414;3E-06;0.0039;0.0039;0;0
01.235.622/0001-61;2018-11-01;3;2018-11-30;52;37;;;;;;;;;;;;1;14;;2311257722.97;2054725348.65;709980;2894.06088713767;0.000746;3E-06;0.0014;0.0014;0;0
01.235.622/0001-61;2018-12-01;2;2018-12-31;52;37;;;;;;;;;;;;1;14;;2516669201.02;2160690158.28;753397;2867.93039828935;0.000792;3E-06;0.009;0.009;0;0
01.356.517/0001-80;2018-01-01;1;2017-12-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227543554.01;137165535.08;56701;2419.10257455777;0.0004;0;0.036709;0.036709;;
01.356.517/0001-80;2018-02-01;1;2017-12-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229346601.11;139426938.54;56701;2458.9855300612;0.0004;0;0.016487;0.016487;;
01.356.517/0001-80;2018-03-01;1;2018-03-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236138269.98;146705522.98;56701;2587.35336202183;0.0004;0;0.052204;0.052204;;
01.356.517/0001-80;2018-04-01;1;2018-04-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240851482.51;151943838.37;56701;2679.73824747359;0.0004;0;0.035706;0.035706;;
01.356.517/0001-80;2018-05-01;1;2018-04-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243235057.28;157380491.74;56701;2775.62109557151;0.0004;0;0.035781;0.035781;;
01.356.517/0001-80;2018-06-01;1;2018-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243191275.24;134274421.67;56701;2368.11381933299;0.0004;0;0.036123;0.036123;;
01.356.517/0001-80;2018-07-01;1;2018-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242786933.76;139716366.65;56701;2464.08999224;0.0004;0;0.040529;0.040529;;
01.356.517/0001-80;2018-08-01;1;2018-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254425817.37;145951165.36;56701;2574.04922946685;0.0004;0;0.044625;0.044625;;
01.356.517/0001-80;2018-09-01;1;2018-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259220672.78;151681140.37;56701;2675.10520749193;0.0004;0;0.03926;0.03926;;
01.356.517/0001-80;2018-10-01;1;2018-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264216221.38;157698516.37;56701;2781.22989665085;0.0004;0;0.039671;0.039671;;
01.356.517/0001-80;2018-11-01;1;2018-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242212631.47;163271686.38;56701;2879.52040316749;0.0004;0;0.035341;0.035341;;
01.356.517/0001-80;2018-12-01;1;2018-12-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246667086.88;136172260.82;56701;2401.58481896263;0.0004;0;0.03398;0.03398;;
01.497.954/0001-14;2018-01-01;1;2018-01-31;6;;;;;;;;;;;;;;;;134699167.97;132805854.72;8703994;15.258036106183;0.000136;0;0.002588;0.002588;0;0
01.497.954/0001-14;2018-02-01;1;2018-02-28;6;;;;;;;;;;;;;;;;134838386.46;133125099.67;8703994;15.2947140898764;0.00015;0;0.002404;0.002404;0;0
01.497.954/0001-14;2018-03-01;1;2018-03-31;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;134882437.04;133420430.36;8703994;15.3286445693781;0.000151;0;0.002218;0.002218;0;0
01.497.954/0001-14;2018-04-01;1;2018-04-30;6;;;;;;;;;;;;;;;;135027519.44;133710020.86;8703994;15.3619155596844;0.000153;0;0.002171;0.002171;0;0
01.497.954/0001-14;2018-05-01;1;2018-05-31;6;;;;;;;;;;;;;;;;135085121.79;134046973.26;8703994;15.4006279485027;0.000161;0;0.00252;0.00252;0;0
01.497.954/0001-14;2018-06-01;1;2018-06-30;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;135205359.98;132740015;8703994;15.2504717949024;0.000148;0;0.002289;-0.00975;0.012039;0
01.497.954/0001-14;2018-07-01;1;2018-07-31;6;;;;;;;;;;;;;;;;134947309.79;132998923.41;8703994;15.2802177264828;0.000165;0;0.00195;0.00195;0;0
01.497.954/0001-14;2018-08-01;1;2018-08-31;6;;;;;;;;;;;;;;;;134863683.37;133215296.99;8703994;15.3050768405861;0.000152;0;0.001627;0.001627;0;0
01.497.954/0001-14;2018-09-01;1;2018-09-30;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;134922238.97;133477121.65;8703994;15.3351578195022;0.000152;0;0.001965;0.001965;0;0
01.497.954/0001-14;2018-10-01;1;2018-10-31;6;;;;;;;;;;;;;;;;135282499.58;134010874.24;8703994;15.3964805398533;0.000607;0;0.003999;0.003999;0;0
01.497.954/0001-14;2018-11-01;1;2018-11-30;6;;;;;;;;;;;;;;;;135020492.22;134225376.04;8703994;15.4211246055546;0.000201;0;0.001601;0.001601;0;0
01.497.954/0001-14;2018-12-01;2;2018-12-31;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;146726924.37;144309163.61;8703994;16.5796487922671;0.000187;0;0.090285;0.075126;0.015159;0
01.601.918/0001-59;2018-01-01;1;2018-01-31;8;;;;;;;;;;;;;;;;60968803.64;60936729.71;500000;121.87345942;0.000482;1.3E-05;0.006758;0.006758;0;0
01.601.918/0001-59;2018-02-01;1;2018-02-28;8;;;;;;;;;;;;;;;;61362461.37;61330387.44;500000;122.66077488;0.000479;1.3E-05;0.00646;0.00646;0;0
01.601.918/0001-59;2018-03-01;1;2018-03-31;8;0;1;1;0;0;0;0;1;0;0;0;0;0;0;5;61770806.21;61738732.28;500000;123.47746456;0.000476;1.3E-05;0.006658;0.006658;0;0
01.601.918/0001-59;2018-04-01;1;2018-04-30;8;;;;;;;;;;;;;;;;62178424.44;62146350.51;500000;124.29270102;0.000473;1.3E-05;0.006602;0.006602;0;0
01.601.918/0001-59;2018-05-01;1;2018-05-31;8;;;;;;;;;;;;;;;;62568862.02;62535003.76;500000;125.07000752;0.00047;1.3E-05;0.006254;0.006254;0;0
01.601.918/0001-59;2018-06-01;1;2018-06-30;8;0;1;1;0;0;0;0;1;0;0;0;0;0;0;5;62937873.57;60556668.99;500000;121.11333798;0.000485;1.3E-05;0.005943;-0.031636;0.037579;0
01.601.918/0001-59;2018-07-01;1;2018-07-31;8;;;;;;;;;;;;;;;;63308652.98;60953053.18;500000;121.90610636;0.000482;1.3E-05;0.006546;0.006546;0;0
01.601.918/0001-59;2018-08-01;1;2018-08-31;8;;;;;;;;;;;;;;;;63719004.02;61363404.22;500000;122.72680844;0.000479;1.3E-05;0.006732;0.006732;0;0
01.601.918/0001-59;2018-09-01;1;2018-09-30;8;0;1;1;0;0;0;0;1;0;0;0;0;0;0;5;64117464.87;61761865.07;500000;123.52373014;0.000476;1.3E-05;0.006493;0.006493;0;0
01.601.918/0001-59;2018-10-01;1;2018-10-31;8;;;;;;;;;;;;;;;;62170438.19;62137029.43;500000;124.27405886;0.000473;1.3E-05;0.006074;0.006074;0;0
01.601.918/0001-59;2018-11-01;1;2018-11-30;8;;;;;;;;;;;;;;;;66972231.45;66938822.69;500000;133.87764538;0.000439;1.2E-05;0.077277;0.077277;0;0
01.601.918/0001-59;2018-12-01;1;2018-12-31;8;0;1;1;0;0;0;0;1;0;0;0;0;0;0;5;68713528.63;65978081.4;500000;131.9561628;0.000445;1.2E-05;0.020007;-0.014353;0.03436;0
01.633.741/0001-72;2018-01-01;1;2018-01-31;273;;;;;;;;;;;;;;;;67281574.89;66916095.96;508008;131.722523976;0.000283;2.9E-05;0.002875;0.000899;0.001976;
01.633.741/0001-72;2018-02-01;1;2018-02-28;282;;;;;;;;;;;;;;;;67259932.22;66918077.93;508008;131.726425430308;0.000283;2.2E-05;0.002004;3E-05;0.001974;
01.633.741/0001-72;2018-03-01;1;2018-03-31;281;269;2;;;;1;;5;;;;2;2;;;67259224.19;66924926.86;508008;131.739907363664;0.000283;3.7E-05;0.002152;0.000102;0.00205;
01.633.741/0001-72;2018-04-01;1;2018-04-30;278;;;;;;;;;;;;;;;;67248701.82;66927854.65;508008;131.745670639045;0.000278;3E-05;0.001941;4.3E-05;0.001898;
01.633.741/0001-72;2018-05-01;1;2018-05-31;276;;;;;;;;;;;;;;;;67259704.9;66937377.48;508008;131.764416072188;0.000278;2.9E-05;0.002041;0.000143;0.001898;
01.633.741/0001-72;2018-06-01;1;2018-06-30;273;264;;;;;1;;4;;;;3;1;;;67270867.49;66933716.35;508008;131.757209236862;0.000276;2.9E-05;0.001994;-5.5E-05;0.002049;
01.633.741/0001-72;2018-07-01;1;2018-07-31;273;;;;;;;;;;;;;;;;67269047.21;66941501.88;508008;131.772534841971;0.000275;2.9E-05;0.002013;0.000116;0.001897;
01.633.741/0001-72;2018-08-01;1;2018-08-31;271;;;;;;;;;;;;;;;;67273203.79;66952231.37;508008;131.793655552668;0.000276;2.9E-05;0.002057;0.00016;0.001897;
01.633.741/0001-72;2018-09-01;1;2018-09-28;274;261;1;;;;1;;6;;;;3;2;;;67288243.64;66966662.16;508008;131.822062172249;0.000278;2.9E-05;0.002112;0.000215;0.001897;
01.633.741/0001-72;2018-10-01;1;2018-10-31;276;;;;;;;;;;;;;;;;67324105.62;67001704.77;508008;131.891042601691;0.000281;3.2E-05;0.002419;0.000523;0.001896;
01.633.741/0001-72;2018-11-01;1;2018-11-30;273;;;;;;;;;;;;;;;;67725019.19;67276951.6;508008;132.432858537661;0.000544;3.2E-05;0.006004;0.004108;0.001896;
01.633.741/0001-72;2018-12-01;1;2018-12-31;270;257;1;;;;1;;6;;;;3;2;;;68558026.97;67779264.99;508008;133.421648851987;0.000163;3.1E-05;0.015244;0.007466;0.007778;
01.636.325/0001-28;2018-01-01;1;2018-01-31;4;;;;;;;;;;;;;;;;223360697.29;220214575.82;233608;942.667099671244;0.000287;0;-0.001008;-0.006785;0.005777;0
01.636.325/0001-28;2018-02-01;1;2018-02-28;4;;;;;;;;;;;;;;;;223468293.01;220368680.06;233608;943.326769888018;0.000238;0;0.005371;0.0007;0.004671;0
01.636.325/0001-28;2018-03-01;1;2018-03-31;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;223434632.91;220594591.74;233608;944.293824440944;0.000182;0;0.00561;0.001025;0.004585;0
01.636.325/0001-28;2018-04-01;1;2018-04-30;4;;;;;;;;;;;;;;;;223172424.07;220032479.02;233608;941.887602393753;0.00018;0;0.008814;-0.002548;0.011362;0
01.636.325/0001-28;2018-05-01;1;2018-05-31;4;;;;;;;;;;;;;;;;222438068.07;219526102.12;233608;939.719967295641;0.00019;0;0.006355;-0.002301;0.008656;0
01.636.325/0001-28;2018-06-01;1;2018-06-30;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;222677655.67;219894169.06;233608;941.295542361563;0.000318;0;0.006857;0.001677;0.00518;0
01.636.325/0001-28;2018-07-01;1;2018-07-31;4;;;;;;;;;;;;;;;;222070021.31;219220372.04;233608;938.411236087805;0.000209;0;0.004903;-0.003064;0.007967;0
01.636.325/0001-28;2018-08-01;1;2018-08-31;4;;;;;;;;;;;;;;;;221941416.71;219225466.09;233608;938.433042061916;0.000259;0;0.005715;2.3E-05;0.005692;0
01.636.325/0001-28;2018-09-01;1;2018-09-30;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;221649920.04;218857844.33;233608;936.859372667032;0.000227;0;0.006074;-0.001677;0.007751;0
01.636.325/0001-28;2018-10-01;1;2018-10-31;4;;;;;;;;;;;;;;;;221742317.82;219034007.53;233608;937.613470129448;0.000287;0;0.007538;0.000805;0.006733;0
