TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ONCO3;10,00;;24,05;2,38;0,61;35,93;14,63;4,16;6,84;10,75;3,91;1,36;1,00;6,05;-0,89;1,48;9,90;2,55;11,13;0,26;0,69;0,61;;;29.786.792,52;4,20;0,42;-0,01;5.274.815.980,00
OPCT3;5,90;;14,46;1,48;0,49;22,65;16,79;5,27;4,54;8,31;3,77;1,23;0,76;5,67;-0,69;1,41;10,27;3,37;11,91;0,33;0,67;0,64;47,73;62,06;3.979.141,20;3,97;0,41;-0,09;1.179.761.368,60
ORVR3;38,67;;-25,75;5,19;1,43;30,63;17,55;-16,46;24,15;31,26;7,11;1,53;4,24;9,63;-1,96;2,22;-20,17;-5,56;5,58;0,28;0,70;0,34;22,01;;14.845.500,60;7,44;-1,50;-0,49;3.207.710.877,63
OSXB3;4,45;;-0,04;0,00;0,01;90,64;1.360,32;-767,58;0,02;10,15;10,13;;0,33;-0,02;-0,01;0,02;-5,25;-12,01;-115,00;-2,29;3,29;0,02;26,98;;55.079,60;-1.978,77;-103,90;0,00;14.008.769,10
PARD3;20,25;10,64;36,76;5,30;2,10;26,45;13,31;6,98;19,27;19,93;0,66;0,18;2,57;-54,06;-3,28;0,90;14,42;5,70;14,80;0,40;0,60;0,82;13,44;2,56;7.882.065,83;3,82;0,55;-1,04;5.403.493.010,25
PATI3;27,70;1,74;126,95;0,78;0,39;8,88;2,27;0,28;15,45;13,16;-2,39;-0,12;0,35;0,79;-1,66;2,78;0,62;0,31;1,75;0,50;0,50;1,11;23,42;-21,30;5.892,75;35,34;0,22;-1,36;667.335.351,10
PATI4;32,00;6,59;146,66;0,91;0,45;8,88;2,27;0,28;17,84;13,16;-2,39;-0,12;0,40;0,92;-1,92;2,78;0,62;0,31;1,75;0,50;0,50;1,11;23,42;-21,30;8.366,67;35,34;0,22;-1,58;667.335.351,10
PCAR3;3,08;;-0,51;0,30;0,07;-79,59;-212,24;-1.200,41;-2,90;-7,35;-4,44;0,46;6,16;0,79;-0,10;1,32;-58,63;-12,96;-11,07;0,22;0,78;0,01;-17,25;;51.101.148,87;10,23;-6,00;0,00;1.509.628.332,52
PCAR4;72,11;;-12,02;7,05;1,56;-79,59;-212,24;-1.200,41;-67,97;-7,35;-4,44;0,46;144,26;18,56;-2,40;1,32;-58,63;-12,96;-11,07;0,22;0,78;0,01;-17,25;;;10,23;-6,00;0,05;1.509.628.332,52
PDGR3;0,30;;-0,03;0,00;0,02;60,91;-21,85;-681,34;-0,79;-47,08;-46,29;;0,17;-0,01;-0,10;0,22;-17,17;-87,98;2,46;-5,12;6,19;0,13;-23,60;;666.810,60;-69,17;-11,88;0,00;23.335.941,30
PDTC3;2,66;;9,23;1,38;0,39;35,71;10,17;5,93;5,39;7,04;1,65;0,42;0,55;1,06;-1,28;2,10;14,89;4,19;13,54;0,28;0,72;0,71;276,10;3,91;384.620,70;1,93;0,29;0,01;210.711.006,24
PEAB3;40,00;0,74;33,52;1,10;0,86;81,61;36,95;45,24;41,04;37,87;-6,23;-0,17;15,16;3,06;-1,25;12,49;3,27;2,58;1,61;0,79;0,21;0,06;-34,50;-9,41;15.183,00;36,52;1,19;-0,28;812.794.338,00
PEAB4;46,00;0,71;38,55;1,26;0,99;81,61;36,95;45,24;47,19;37,87;-6,23;-0,17;17,44;3,52;-1,43;12,49;3,27;2,58;1,61;0,79;0,21;0,06;-34,50;-9,41;21.845,33;36,52;1,19;-0,32;812.794.338,00
PETR3;36,44;20,11;3,47;1,23;0,46;51,08;38,69;25,53;2,29;3,43;1,15;0,62;0,89;-65,47;-0,54;0,95;35,47;13,35;21,54;0,38;0,62;0,52;17,72;;635.445.913,52;29,59;10,50;-0,15;473.436.773.581,28
PETR4;36,10;20,34;3,44;1,22;0,46;51,08;38,69;25,53;2,27;3,43;1,15;0,62;0,88;-64,86;-0,54;0,95;35,47;13,35;21,54;0,38;0,62;0,52;17,72;;1.965.632.022,63;29,59;10,50;-0,15;473.436.773.581,28
PETZ3;4,35;0,24;62,80;1,12;0,51;46,61;4,46;1,02;14,38;14,27;-0,11;-0,01;0,64;3,11;-0,77;1,90;1,78;0,81;5,40;0,45;0,55;0,79;36,54;22,89;65.115.956,23;3,90;0,07;-1,34;2.011.977.233,70
PFRM3;5,22;;13,89;0,51;0,14;14,64;2,71;0,54;2,79;5,09;2,30;0,42;0,08;0,73;-0,47;1,37;3,69;0,99;10,16;0,27;0,67;1,82;13,77;;1.159.999,60;10,19;0,38;-0,30;646.302.675,06
PGMN3;2,80;10,56;-7,54;0,59;0,17;31,86;4,40;-1,83;3,14;5,64;2,50;0,47;0,14;1,06;-0,35;1,48;-7,86;-2,31;7,28;0,29;0,71;1,26;9,03;;4.829.835,87;4,72;-0,37;0,02;1.516.985.288,00
PINE3;6,40;5,22;9,51;1,37;0,07;15,73;8,85;7,58;8,15;7,01;;;0,72;;-0,07;;14,41;0,72;;0,05;0,95;0,10;8,44;;42.491,22;4,67;0,67;0,03;1.149.997.256,70
PINE4;4,59;7,28;6,82;0,98;0,05;15,73;8,85;7,58;5,85;7,01;;;0,52;;-0,05;;14,41;0,72;;0,05;0,95;0,10;8,44;;2.207.102,00;4,67;0,67;0,02;1.149.997.256,70
PLAS3;9,51;;8,22;-0,33;0,18;11,34;5,12;1,57;2,52;8,61;6,09;;0,13;-0,46;-0,25;0,43;-4,02;2,15;19,94;-0,54;1,54;1,38;16,19;;6.344,60;-28,77;1,16;-0,07;118.165.725,18
PLPL3;13,58;1,18;11,40;4,64;1,40;33,71;15,29;13,02;9,71;10,12;0,42;0,20;1,48;2,46;-9,77;2,96;40,72;12,27;22,01;0,30;0,68;0,94;;;9.809.442,47;2,92;1,19;0,08;2.773.796.480,00
PMAM3;3,62;;-0,06;-0,05;0,11;-57,20;-149,43;-297,02;-0,13;-2,40;-2,27;;0,19;-0,06;-0,16;0,15;-78,99;-166,84;427,96;-2,11;3,11;0,56;-10,58;;438.038,19;-70,80;-55,93;0,00;204.919.870,38
PNVL3;11,93;0,45;20,38;1,58;0,61;30,91;3,62;2,04;11,45;16,61;5,17;0,71;0,41;2,48;-1,48;1,71;7,73;2,99;6,90;0,39;0,61;1,47;12,06;8,04;4.598.836,13;7,57;0,59;6,67;1.794.003.348,33
PNVL4;18,62;;31,81;2,46;0,95;30,91;3,62;2,04;17,87;16,61;5,17;0,71;0,65;3,87;-2,31;1,71;7,73;2,99;6,90;0,39;0,61;1,47;12,06;8,04;;7,57;0,59;10,41;1.794.003.348,33
POMO3;5,75;2,43;8,20;1,94;0,86;21,68;11,16;12,41;9,12;12,01;1,44;0,31;1,02;2,64;-2,18;2,16;23,64;10,46;10,28;0,44;0,55;0,84;13,49;61,66;4.016.219,17;2,97;0,70;0,04;7.572.199.291,45
POMO4;7,18;3,34;10,24;2,42;1,07;21,68;11,16;12,41;11,38;12,01;1,44;0,31;1,27;3,30;-2,72;2,16;23,64;10,46;10,28;0,44;0,55;0,84;13,49;61,66;64.375.961,13;2,97;0,70;0,05;7.572.199.291,45
PORT3;18,20;3,48;20,17;3,48;1,39;44,66;27,84;16,78;12,16;15,89;3,73;1,07;3,38;-55,74;-1,62;0,85;17,27;6,89;10,67;0,40;0,60;0,41;7,48;11,50;7.770.663,93;5,22;0,90;0,37;8.007.797.980,00
POSI3;7,90;6,51;5,86;0,77;0,27;30,03;13,75;5,35;2,28;4,06;1,78;0,61;0,31;0,73;-1,38;1,83;13,21;4,58;17,99;0,35;0,65;0,86;21,15;;6.700.838,84;10,21;1,35;-0,75;1.120.220.000,00
POWE3;10,90;;23,92;0,99;0,38;6,82;3,52;2,59;17,55;10,60;-6,96;-0,39;0,62;6,57;-0,74;1,13;4,13;1,58;3,81;0,38;0,62;0,61;;;;11,02;0,46;-1,77;977.237.930,40
PPAR3;14,60;85,96;0,82;0,04;0,03;;;;1,03;-1,70;-2,73;-0,11;;0,37;-0,03;84,67;5,05;3,65;3,84;0,72;0,28;0,00;;37,08;;352,82;17,82;0,02;2.160.800,00
PPLA11;3,52;;-4.953,81;1.238,45;12,04;;;;-4.953,81;-4.953,81;;;;-9.907,62;-1.100,85;1,00;-25,00;-0,24;;0,01;0,99;0,00;;;1.533,93;0,00;0,00;41,92;9.907.624,32
PRIO3;47,58;0,15;9,31;3,29;1,49;62,28;55,18;44,93;7,58;9,06;1,48;0,64;4,18;34,54;-1,81;1,32;35,33;15,98;22,46;0,45;0,55;0,36;64,15;145,76;428.464.779,30;14,46;5,11;0,31;42.444.211.659,72
PRNR3;11,68;;-2.013,65;2,40;0,75;20,94;9,20;-0,03;5,87;7,80;1,93;0,79;0,54;4,53;-1,53;1,49;-0,12;-0,04;13,66;0,31;0,67;1,39;28,03;;3.621.911,94;4,86;-0,01;20,00;545.698.441,76
PSSA3;30,60;4,61;9,10;1,67;0,36;100,00;7,28;6,95;8,69;3,66;-5,03;-0,97;0,63;6,42;-1,08;1,09;18,33;3,97;11,13;0,22;0,78;0,57;10,41;14,57;57.778.423,27;18,34;3,36;0,10;19.785.533.436,00
PTBL3;6,47;3,25;-22,65;2,39;0,30;39,65;6,96;-1,89;6,15;12,00;5,85;2,27;0,43;-40,70;-0,49;0,98;-10,54;-1,33;9,19;0,13;0,87;0,70;16,49;;4.301.139,13;2,71;-0,29;0,19;912.185.152,42
PTCA11;0,00;;0,00;0,00;0,00;46,88;14,11;8,55;0,00;1,09;1,09;0,47;0,00;0,00;0,00;1,96;26,22;9,90;16,76;0,38;0,62;1,16;21,08;27,39;;28,81;7,55;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;46,88;14,11;8,55;0,00;1,09;1,09;0,47;0,00;0,00;0,00;1,96;26,22;9,90;16,76;0,38;0,62;1,16;21,08;27,39;;28,81;7,55;0,00;0,00
PTNT3;13,00;;12,51;1,67;0,73;17,15;9,51;6,09;8,02;7,02;1,14;0,24;0,76;2,71;-1,49;2,11;13,32;5,83;9,21;0,44;0,47;0,96;11,78;15,14;17.788,92;7,80;1,04;-0,48;458.050.611,20
PTNT4;7,80;;7,50;1,00;0,44;17,15;9,51;6,09;4,81;7,02;1,14;0,24;0,46;1,63;-0,90;2,11;13,32;5,83;9,21;0,44;0,47;0,96;11,78;15,14;71.935,32;7,80;1,04;-0,29;458.050.611,20
QGEP3;14,54;1,03;55,89;1,00;0,47;36,94;15,75;4,27;15,16;17,65;2,49;0,16;2,39;3,73;-0,67;1,77;1,78;0,85;3,15;0,47;0,53;0,20;34,10;-28,00;;14,58;0,26;-0,59;3.864.832.398,70
QUAL3;2,24;3,53;-15,88;0,48;0,14;77,16;5,27;-2,24;6,75;20,53;13,78;0,98;0,36;2,86;-0,21;1,16;-3,02;-0,86;1,02;0,28;0,71;0,38;-1,22;;14.351.750,43;4,67;-0,14;0,13;636.192.088,00
QUSW3;0,00;;0,00;0,00;0,00;89,05;50,37;21,46;0,00;1,21;1,21;0,59;0,00;0,00;0,00;1,56;20,69;6,99;21,60;0,34;0,66;0,33;-6,67;;;88,35;18,28;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;1,22;1,22;-0,98;;0,00;;;-68,49;-68,49;-80,14;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;27,35;0,72;43,53;8,21;2,42;29,98;6,28;3,28;22,76;23,96;1,20;0,43;1,43;12,98;-5,83;1,47;18,86;5,57;21,88;0,30;0,70;1,70;17,08;16,12;251.307.705,90;3,33;0,63;1,94;46.987.496.920,00
RAIL3;21,90;0,30;42,21;2,55;0,82;36,76;35,38;9,13;10,89;14,14;3,25;0,76;3,85;7,13;-1,07;1,99;6,04;1,95;10,08;0,32;0,67;0,21;10,60;;226.316.957,03;8,59;0,52;-0,04;40.621.629.983,10
RAIZ4;3,48;7,66;10,63;1,57;0,32;7,99;4,97;1,52;3,24;6,08;2,84;1,38;0,16;13,59;-0,56;1,06;14,79;3,04;14,92;0,21;0,79;2,00;;;48.765.534,33;2,21;0,33;0,07;36.026.733.004,32
RANI3;8,99;8,74;4,66;1,67;0,62;46,85;40,73;28,58;3,27;4,86;1,59;0,81;1,33;2,51;-0,93;3,91;35,81;13,31;17,18;0,37;0,63;0,47;14,44;;13.469.782,80;5,38;1,93;0,16;2.156.070.971,81
RANI4;5,50;;2,85;1,02;0,38;46,85;40,73;28,58;2,00;4,86;1,59;0,81;0,82;1,54;-0,57;3,91;35,81;13,31;17,18;0,37;0,63;0,47;14,44;;;5,38;1,93;0,10;2.156.070.971,81
RAPT3;11,40;5,10;9,03;1,28;0,29;25,06;11,93;3,72;2,82;5,05;2,14;0,97;0,34;0,96;-0,71;2,10;14,12;3,26;11,63;0,23;0,68;0,88;30,59;54,84;135.114,83;8,94;1,26;-0,40;3.886.313.379,92
RAPT4;12,02;4,84;9,52;1,34;0,31;25,06;11,93;3,72;2,97;5,05;2,14;0,97;0,35;1,02;-0,74;2,10;14,12;3,26;11,63;0,23;0,68;0,88;30,59;54,84;21.601.040,07;8,94;1,26;-0,43;3.886.313.379,92
RCSL3;1,60;;-14,68;1.755,71;3,32;12,72;8,87;-22,44;37,14;22,62;-0,01;-0,42;3,30;24,46;-6,52;1,38;-11.956,90;-22,62;4.853,10;0,00;1,00;1,01;362,53;;6.687.790,63;0,00;-0,11;-0,04;124.107.030,86
RCSL4;0,66;;-6,06;724,23;1,37;12,72;8,87;-22,44;15,32;22,62;-0,01;-0,42;1,36;10,09;-2,69;1,38;-11.956,90;-22,62;4.853,10;0,00;1,00;1,01;362,53;;4.647.532,61;0,00;-0,11;-0,02;124.107.030,86
RDNI3;4,05;3,56;5,88;0,30;0,08;23,85;3,42;5,18;8,91;46,59;37,68;1,29;0,30;0,75;-0,11;1,55;5,18;1,29;0,04;0,25;0,74;0,25;18,15;;41.792,93;13,28;0,69;0,08;177.267.722,40
RDOR3;25,07;1,47;33,64;2,52;0,60;17,33;10,55;4,21;13,41;13,88;0,48;0,09;1,42;2,04;-1,12;2,70;7,49;1,78;6,86;0,24;0,75;0,42;;;109.521.335,87;9,95;0,75;1,38;57.392.565.231,30
RECV3;22,81;4,34;7,19;1,51;0,97;37,04;31,28;32,08;7,37;7,59;0,22;0,04;2,31;48,82;-1,19;1,12;21,02;13,47;16,17;0,64;0,36;0,42;;;61.483.251,80;15,10;3,17;0,52;6.691.042.654,06
REDE3;7,43;9,57;10,78;2,68;0,59;30,10;23,48;9,43;4,33;7,14;2,81;1,74;1,02;35,43;-0,81;1,07;24,89;5,50;17,54;0,22;0,78;0,58;10,99;67,22;34.786,33;2,77;0,69;-13,74;15.679.702.668,82
RENT3;52,79;3,63;36,62;2,25;0,77;29,04;19,78;5,75;10,64;15,95;5,31;1,12;2,11;217,41;-0,96;1,02;6,13;2,09;8,55;0,34;0,66;0,36;24,03;25,03;438.765.572,27;23,50;1,44;-2,28;56.585.065.603,82
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;3,62;;0,49;0,37;0,11;12,74;321,87;254,92;0,39;1,70;1,31;1,26;1,25;-0,81;-0,11;0,19;76,22;22,51;41,54;0,30;0,70;0,09;-22,41;;34.440,33;9,71;7,40;0,00;301.043.973,57
RNEW3;1,20;;0,49;0,37;0,11;12,74;321,87;254,92;0,39;1,70;1,31;1,26;1,24;-0,80;-0,11;0,19;76,22;22,51;41,54;0,30;0,70;0,09;-22,41;;120.926,97;3,24;2,47;0,00;301.043.973,57
RNEW4;1,19;;0,48;0,37;0,11;12,74;321,87;254,92;0,38;1,70;1,31;1,26;1,23;-0,80;-0,11;0,19;76,22;22,51;41,54;0,30;0,70;0,09;-22,41;;257.738,48;3,24;2,47;0,00;301.043.973,57
ROMI3;12,76;6,54;4,88;1,00;0,50;33,04;19,20;15,83;4,02;5,78;1,76;0,44;0,77;1,43;-1,29;2,31;20,47;10,20;11,62;0,50;0,50;0,64;18,80;43,87;3.381.785,47;12,78;2,62;0,35;1.132.246.414,20
RPAD3;8,40;;21,28;0,65;0,64;;;;27,23;25,71;-2,36;-0,06;;12,35;-0,68;12,57;3,04;3,02;2,27;1,00;0,00;0,00;;-5,15;21.603,42;13,00;0,39;-0,45;733.373.322,69
RPAD5;8,15;;20,64;0,63;0,62;;;;26,42;25,71;-2,36;-0,06;;11,98;-0,66;12,57;3,04;3,02;2,27;1,00;0,00;0,00;;-5,15;22.543,00;13,00;0,39;-0,44;733.373.322,69
RPAD6;8,97;;22,72;0,69;0,69;;;;29,07;25,71;-2,36;-0,06;;13,19;-0,73;12,57;3,04;3,02;2,27;1,00;0,00;0,00;;-5,15;23.983,70;13,00;0,39;-0,48;733.373.322,69
RPMG3;2,10;;-0,17;-0,03;0,02;-13,15;-20,51;-16,72;-0,14;-0,14;0,00;;0,03;-0,03;-0,38;0,55;-16,32;-13,94;20,03;-0,85;1,85;0,83;48,30;;53.257,23;-74,73;-12,19;0,02;142.152.420,90
RRRP3;29,15;;-190,51;1,35;0,36;31,72;14,54;-0,87;11,43;24,09;12,66;1,50;1,66;121,56;-0,42;1,02;-0,71;-0,19;3,11;0,27;0,73;0,22;118,19;;134.649.756,87;21,57;-0,15;1,63;7.007.183.397,50
RSID3;3,64;;-0,14;-0,06;0,12;125,92;660,98;1.099,95;-0,23;-2,21;-1,98;;;-0,06;-0,25;0,22;-41,43;-82,60;50,63;-1,99;3,00;-0,08;;;384.397,90;-62,42;-25,86;0,00;72.800.000,00
RSUL3;0,00;;0,00;0,00;0,00;41,84;27,58;16,95;0,00;1,58;-0,54;-0,30;0,00;0,00;0,00;2,32;34,14;17,29;36,19;0,51;0,49;1,02;26,29;10,59;;29,31;10,01;0,00;209.548.995,50
RSUL4;83,98;3,47;8,39;2,87;1,45;41,84;27,58;16,95;5,16;1,58;-0,54;-0,30;1,42;4,73;-3,15;2,32;34,14;17,29;36,19;0,51;0,49;1,02;26,29;10,59;178.477,27;29,31;10,01;-4,93;209.548.995,50
SANB11;28,53;5,65;11,44;0,94;0,09;16,51;6,05;9,32;17,63;17,63;;;1,07;;-0,10;;8,25;0,83;;0,10;0,90;0,09;10,04;0,94;54.587.160,30;30,24;2,49;-0,29;106.966.545.442,52
SANB3;13,41;5,73;10,76;0,89;0,09;16,51;6,05;9,32;16,57;17,63;;;1,00;;-0,09;;8,25;0,83;;0,10;0,90;0,09;10,04;0,94;1.362.420,48;15,12;1,25;-0,27;106.966.545.442,52
SANB4;15,11;5,59;12,12;1,00;0,10;16,51;6,05;9,32;18,67;17,63;;;1,13;;-0,10;;8,25;0,83;;0,10;0,90;0,09;10,04;0,94;1.571.022,67;15,12;1,25;-0,30;106.966.545.442,52
SAPR11;25,89;5,85;5,25;0,82;0,43;60,10;36,99;24,53;3,48;5,44;1,96;0,46;1,29;9,91;-0,50;1,41;15,68;8,13;11,45;0,52;0,48;0,33;7,96;16,77;25.408.762,23;31,42;4,93;0,17;7.825.022.177,38
SAPR3;5,02;5,59;5,09;0,80;0,41;60,10;36,99;24,53;3,38;5,44;1,96;0,46;1,25;9,61;-0,49;1,41;15,68;8,13;11,45;0,52;0,48;0,33;7,96;16,77;1.519.602,53;6,28;0,99;0,16;7.825.022.177,38
SAPR4;5,18;5,96;5,26;0,82;0,43;60,10;36,99;24,53;3,49;5,44;1,96;0,46;1,29;9,92;-0,50;1,41;15,68;8,13;11,45;0,52;0,48;0,33;7,96;16,77;10.960.642,67;6,28;0,99;0,17;7.825.022.177,38
SBFG3;12,67;1,07;16,91;1,25;0,38;47,85;7,45;2,67;6,06;11,87;5,81;1,20;0,45;1,75;-0,77;1,71;7,42;2,22;8,13;0,30;0,70;0,83;26,04;-5,21;25.666.274,32;10,10;0,75;-0,35;3.087.539.376,60
SBSP3;75,96;1,68;17,43;1,75;0,88;35,05;21,66;12,29;9,89;12,94;3,05;0,54;2,14;-4.146,26;-1,00;1,00;10,07;5,05;8,62;0,50;0,50;0,41;8,59;3,41;231.458.589,73;43,30;4,36;-7,92;51.919.409.649,24
SCAR3;25,06;;38,21;0,95;0,41;47,81;36,38;4,81;5,05;10,46;5,41;1,02;1,84;1,51;-0,63;4,63;2,48;1,08;7,97;0,44;0,56;0,23;-6,96;-20,50;362.380,65;26,43;0,66;-0,24;1.446.897.214,14
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;6,34;;-5,13;0,68;0,24;50,44;3,87;-8,88;11,78;19,33;7,55;0,43;0,46;10,04;-0,30;1,13;-13,22;-4,64;3,35;0,35;0,65;0,52;6,36;;5.001.422,40;9,35;-1,24;-0,07;816.094.690,40
SEQL3;0,39;;-0,31;1,20;0,09;5,07;-29,02;-45,21;-0,49;-3,62;-3,13;7,68;0,14;-0,63;-0,12;0,64;-382,42;-28,65;-31,37;0,07;0,93;0,63;;;4.192.107,07;0,33;-1,24;0,00;151.963.077,24
SGPS3;0,88;;-0,06;0,27;0,02;2,36;-39,02;-77,23;-0,11;-2,34;-2,23;5,30;0,04;-0,05;-0,02;0,45;-470,13;-30,47;-33,93;0,06;0,94;0,39;-2,95;;257.739,37;3,31;-15,56;0,00;44.000.000,00
SHOW3;2,13;;9,12;0,94;0,20;26,58;15,48;3,86;2,27;-0,18;-2,46;-1,02;0,35;5,02;-0,66;1,06;10,30;2,25;33,65;0,22;0,77;0,58;-12,84;-18,71;348.370,80;2,27;0,23;-0,05;143.588.899,77
SHUL3;111,89;0,13;129,20;31,86;16,67;27,03;17,56;15,32;112,72;51,96;-0,06;-0,02;19,79;42,23;-48,65;2,50;24,66;12,90;16,38;0,52;0,48;0,84;24,97;50,47;;3,51;0,87;5,47;18.454.116.051,00
SHUL4;6,69;3,40;7,72;1,91;1,00;27,03;17,56;15,32;6,74;51,96;-0,06;-0,02;1,18;2,52;-2,91;2,50;24,66;12,90;16,38;0,52;0,48;0,84;24,97;50,47;3.190.645,32;3,51;0,87;0,33;18.454.116.051,00
SIMH3;7,70;0,25;129,45;1,92;0,11;28,13;18,02;0,17;1,21;7,20;5,98;9,48;0,22;0,80;-0,16;1,75;1,48;0,08;10,67;0,06;0,89;0,49;27,43;;20.107.407,03;4,01;0,06;-1,44;6.722.412.104,10
SLCE3;18,88;7,17;7,28;1,61;0,51;31,62;24,57;11,95;3,54;4,98;1,45;0,66;0,87;2,13;-0,98;1,97;22,13;6,95;18,45;0,31;0,67;0,58;34,00;26,41;55.691.104,39;11,72;2,59;-0,53;8.370.065.038,08
SLED3;3,21;;0,45;-0,08;0,48;47,85;73,94;92,71;0,56;0,95;0,65;;0,42;-0,20;-0,72;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;4.387,67;-39,57;7,15;-0,02;16.497.692,59
SLED4;1,60;;0,22;-0,04;0,24;47,85;73,94;92,71;0,28;0,95;0,65;;0,21;-0,10;-0,36;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;207.054,67;-39,57;7,15;-0,01;16.497.692,59
SMFT3;25,22;1,40;32,70;3,14;1,12;40,84;32,69;21,35;21,36;22,37;1,01;0,15;6,98;13,41;-1,52;1,47;9,59;3,43;7,57;0,36;0,64;0,16;31,49;;45.187.135,00;8,04;0,77;-0,12;14.785.030.528,58
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;27,32;4,54;7,93;1,64;0,51;30,78;37,91;19,59;4,10;6,89;2,79;1,11;1,55;3,15;-0,74;2,17;20,63;6,48;13,31;0,31;0,69;0,33;14,04;19,93;60.194.419,61;16,70;3,45;-0,79;9.671.589.508,28
SNSY3;10,40;;-0,28;-0,04;0,16;25,14;6,63;-33,10;1,39;3,88;2,23;;0,09;5,40;-0,38;1,05;-15,19;-56,19;-3,24;-3,70;4,73;1,70;16,67;;97.798,55;-245,68;-37,32;0,00;95.071.906,40
SNSY5;6,05;;-0,16;-0,02;0,09;25,14;6,63;-33,10;0,81;3,88;2,23;;0,05;3,14;-0,22;1,05;-15,19;-56,19;-3,24;-3,70;4,73;1,70;16,67;;64.062,93;-245,68;-37,32;0,00;95.071.906,40
SNSY6;13,33;;-0,36;-0,05;0,20;25,14;6,63;-33,10;1,78;3,88;2,23;;0,12;6,92;-0,49;1,05;-15,19;-56,19;-3,24;-3,70;4,73;1,70;16,67;;;-245,68;-37,32;-0,01;95.071.906,40
SOJA3;17,65;5,44;10,75;2,24;0,82;15,15;11,93;9,98;8,99;8,59;-0,40;-0,10;1,07;2,03;-3,01;2,27;20,81;7,66;10,68;0,37;0,50;0,77;53,23;;6.234.817,68;7,89;1,64;0,23;2.067.526.753,90
SOMA3;7,02;1,45;18,02;0,72;0,51;56,57;8,12;5,86;13,00;15,72;2,72;0,15;1,06;3,79;-0,75;1,76;4,00;2,84;3,69;0,71;0,29;0,49;36,69;30,81;114.082.987,94;9,73;0,39;-27,16;5.508.926.558,46
SOND3;46,01;12,04;9,09;1,97;1,17;39,48;15,86;7,34;4,21;3,52;-0,97;-0,45;0,67;3,45;-3,02;2,25;21,62;12,89;25,53;0,60;0,40;1,76;23,50;31,16;;23,41;5,06;-0,89;120.520.795,00
SOND5;50,65;12,03;10,01;2,16;1,29;39,48;15,86;7,34;4,63;3,52;-0,97;-0,45;0,73;3,80;-3,32;2,25;21,62;12,89;25,53;0,60;0,40;1,76;23,50;31,16;15.353,00;23,41;5,06;-0,98;120.520.795,00
SOND6;50,00;12,19;9,88;2,14;1,27;39,48;15,86;7,34;4,57;3,52;-0,97;-0,45;0,73;3,75;-3,28;2,25;21,62;12,89;25,53;0,60;0,40;1,76;23,50;31,16;10.001,00;23,41;5,06;-0,97;120.520.795,00
SPRI3;21,72;;-3,32;2,45;2,36;;;;-3,00;-2,46;0,17;-0,14;;4,61;-4,93;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;-0,01;48.073.731,88
SPRI5;8,52;;-1,30;0,96;0,93;;;;-1,18;-2,46;0,17;-0,14;;1,81;-1,93;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;0,00;48.073.731,88
SPRI6;11,00;;-1,68;1,24;1,20;;;;-1,52;-2,46;0,17;-0,14;;2,34;-2,49;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;;8,86;-6,54;0,00;48.073.731,88
SPRT3B;76,40;;1.090,85;6.770,92;5.953,08;;;;772,64;772,51;-0,13;-1,14;;6.770,92;;8,28;620,70;545,73;876,33;0,88;0,12;0,00;;;;0,01;0,07;-8,90;370.531.748,80
SQIA3;27,37;0,20;-110,33;3,70;1,49;42,19;6,45;-3,26;55,72;60,18;4,46;0,30;3,59;25,87;-1,84;1,43;-3,35;-1,35;3,18;0,40;0,58;0,41;35,51;;39.651.585,00;7,40;-0,25;0,44;2.406.971.773,64
