data,ticker,preco_fechamento_ajustado,volume_negociado,ebit_ev,roic
2021-07-31,AALR3,10.14,6605089.0,0.014174871171709172,0.002013296732719696
2021-08-31,AALR3,12.66,59996982.0,0.05910641632373615,0.05101127282563655
2021-09-30,AALR3,11.55,7358156.0,0.06311728433143818,0.05101127282563655
2021-10-31,AALR3,14.8,10971561.0,0.05265545777174067,0.05101127282563655
2021-11-30,AALR3,18.5,21903202.0,0.05100891587881791,0.06144569071236515
2021-12-31,AALR3,14.97,16435170.0,0.059936073374260226,0.06144569071236515
2022-01-31,AALR3,16.5,7399741.0,0.055710181311719675,0.06144569071236515
2022-02-28,AALR3,16.95,8184943.0,0.05457837580500504,0.06144569071236515
2022-03-31,AALR3,17.95,7540347.0,0.03178550157535365,0.04413058135673385
2022-04-30,AALR3,19.41,14055007.0,0.029922562966481693,0.04413058135673385
2022-05-31,AALR3,20.01,9986892.0,0.02139697158246924,0.03970131454736431
2022-06-30,AALR3,19.51,10370166.0,0.021820541648256964,0.03970131454736431
2022-07-31,AALR3,20.59,6754188.0,0.020925778034163102,0.03970131454736431
2022-08-31,AALR3,20.1,3090715.0,0.016875100284048337,0.03916863524173766
2022-09-30,AALR3,20.98,3670541.0,0.016299220472463453,0.03916863524173766
2022-10-31,AALR3,21.19,6064344.0,0.01616755663794271,0.03916863524173766
2022-11-30,AALR3,20.2,13257085.0,-0.001227126186437246,0.012828306004090198
2022-12-31,AALR3,21.6,18754418.0,-0.0011639631443381316,0.012828306004090198
2023-01-31,AALR3,21.39,6634724.0,-0.0011730198540166048,0.012828306004090198
2023-02-28,AALR3,20.75,55889576.0,-0.0012015116529632717,0.012828306004090198
2023-03-31,AALR3,22.53,2979082.0,-0.00920246418051766,-0.008947509859316943
2023-04-30,AALR3,22.85,6998537.0,-0.009103479480568857,-0.008947509859316943
2023-05-31,AALR3,22.99,6093769.0,-0.004753927621924053,-0.010801770399578019
2023-06-30,AALR3,23.8,9959410.0,-0.004629999913692862,-0.010801770399578019
2023-07-31,AALR3,24.15,8068415.0,-0.004578427763526125,-0.010801770399578019
2023-08-31,AALR3,8.01,2559373.0,-0.006697771177503916,-0.019817802195238595
2023-09-30,AALR3,9.77,1602249.0,-0.006018000440386011,-0.019817802195238595
2023-10-31,AALR3,9.75,629004.0,-0.0060249491283945,-0.019817802195238595
2023-11-30,AALR3,11.4,3503454.0,0.008787791568472085,-0.005123291421420051
2023-12-31,AALR3,10.4,4517836.0,0.00931095469738359,-0.005123291421420051
2024-01-31,AALR3,8.45,753122.0,0.010533817649812021,-0.005123291421420051
2024-02-29,AALR3,8.5,416499.0,0.010498463148926912,-0.005123291421420051
2024-03-31,AALR3,9.17,2448960.0,0.020351755906950403,0.009958909632358338
2024-04-30,AALR3,10.2,349717.0,0.01913220023450822,0.009958909632358338
2024-05-31,AALR3,9.96,264869.0,0.009229784720925468,-0.00158861984160983
2024-06-30,AALR3,10.39,716271.0,0.00894727699325348,-0.00158861984160983
2013-11-30,ABEV3,12.55,95335472.0,0.00484078878404435,0.021254141141099712
2013-12-31,ABEV3,12.38,66398512.0,0.004908859185266898,0.021254141141099712
2014-01-31,ABEV3,11.66,210965109.0,0.003258121142564285,0.021254141141099712
2014-02-28,ABEV3,12.23,226621184.0,0.03413332603149554,0.2220395141845955
2014-03-31,ABEV3,12.28,211706611.0,0.03393849681060919,0.2220395141845955
2014-04-30,ABEV3,11.9,640093516.0,0.035339496513005456,0.2220395141845955
2014-05-31,ABEV3,11.58,226051528.0,0.06480196669828645,0.3096630889390819
2014-06-30,ABEV3,11.5,161325772.0,0.06520154582556634,0.3096630889390819
2014-07-31,ABEV3,11.54,318566498.0,0.06560510864638172,0.30505444460725506
2014-08-31,ABEV3,12.0,351019344.0,0.06302914220922276,0.30505444460725506
2014-09-30,ABEV3,11.81,184957884.0,0.0639486220312196,0.30505444460725506
2014-10-31,ABEV3,12.25,416493175.0,0.061703457093105686,0.3006485077390633
2014-11-30,ABEV3,12.59,162076191.0,0.06003182462705208,0.3006485077390633
2014-12-31,ABEV3,12.21,153934228.0,0.061894958522730574,0.3006485077390633
2015-01-31,ABEV3,13.32,328603403.0,0.05729076009783815,0.3006485077390633
2015-02-28,ABEV3,13.86,356119901.0,0.05651358545924014,0.2990757055761984
2015-03-31,ABEV3,14.0,156814881.0,0.05614896892872463,0.2990757055761984
2015-04-30,ABEV3,14.37,174215706.0,0.0546571798647423,0.2990757055761984
2015-05-31,ABEV3,13.96,356731232.0,0.058905606239917814,0.29334700204557357
2015-06-30,ABEV3,14.56,370093780.0,0.0567078347863169,0.29334700204557357
2015-07-31,ABEV3,14.84,255624057.0,0.05675838211932944,0.30368415445231184
2015-08-31,ABEV3,14.55,424092883.0,0.05787714756949959,0.30368415445231184
2015-09-30,ABEV3,14.92,240243710.0,0.056877240199054574,0.30368415445231184
2015-10-31,ABEV3,14.67,228005424.0,0.060829548739175274,0.2820228604267763
2015-11-30,ABEV3,14.32,744604630.0,0.06233620065633418,0.2820228604267763
2015-12-31,ABEV3,13.81,217975101.0,0.06516994226862283,0.2820228604267763
2016-01-31,ABEV3,14.44,380775815.0,0.06226765525429746,0.2820228604267763
2016-02-29,ABEV3,13.73,271527092.0,0.07033699864441907,0.2808542707968124
2016-03-31,ABEV3,14.65,314754852.0,0.06576884896256788,0.2808542707968124
2016-04-30,ABEV3,15.09,461473733.0,0.06376827768701478,0.2808542707968124
2016-05-31,ABEV3,14.87,415126791.0,0.06302182222639117,0.29762401041329867
2016-06-30,ABEV3,14.83,291170434.0,0.0632218234410442,0.29762401041329867
2016-07-31,ABEV3,14.73,613805221.0,0.06469181359491982,0.3196775841440417
2016-08-31,ABEV3,15.04,338000332.0,0.06336670724188183,0.3196775841440417
2016-09-30,ABEV3,15.53,173780407.0,0.06133715162755006,0.3196775841440417
2016-10-31,ABEV3,14.75,332650611.0,0.061078596016447016,0.3074360791073952
2016-11-30,ABEV3,13.55,351872295.0,0.06713710830851677,0.3074360791073952
2016-12-31,ABEV3,13.11,141594505.0,0.07024783513374233,0.3074360791073952
2017-01-31,ABEV3,13.81,120859968.0,0.06693949322486789,0.3074360791073952
2017-02-28,ABEV3,14.32,231879977.0,0.06450903600812437,0.3074360791073952
2017-03-31,ABEV3,14.64,224367805.0,0.06022828394310743,0.3225010852088943
2017-04-30,ABEV3,14.66,191869992.0,0.060161675172553504,0.3225010852088943
2017-05-31,ABEV3,15.02,287321166.0,0.05548402090416544,0.2951386020846214
2017-06-30,ABEV3,14.83,127741074.0,0.056705064693794806,0.2951386020846214
2017-07-31,ABEV3,15.51,292774206.0,0.053660070477396425,0.28607259641215216
2017-08-31,ABEV3,16.08,222493426.0,0.05171776301305085,0.28607259641215216
2017-09-30,ABEV3,17.04,277743699.0,0.04878309008642577,0.28607259641215216
2017-10-31,ABEV3,16.92,301583594.0,0.05078081722374677,0.23990035525449754
2017-11-30,ABEV3,16.65,505599229.0,0.05163382586988217,0.23990035525449754
2017-12-31,ABEV3,17.45,210862021.0,0.049860202648756395,0.23990035525449754
2018-01-31,ABEV3,18.0,270010818.0,0.048315806879288534,0.23990035525449754
2018-02-28,ABEV3,18.1,1383918081.0,0.048204380947233484,0.23990035525449754
2018-03-31,ABEV3,19.8,299976348.0,0.044327317119400335,0.22448197969344766
2018-04-30,ABEV3,19.19,142449119.0,0.045750459420938305,0.22448197969344766
2018-05-31,ABEV3,16.2,640477520.0,0.05451200121143072,0.2087896646618016
2018-06-30,ABEV3,14.92,240442921.0,0.059761359497566766,0.2087896646618016
2018-07-31,ABEV3,16.11,254926489.0,0.057761255164097074,0.20538904747273493
2018-08-31,ABEV3,15.64,502049896.0,0.05951134555465159,0.20538904747273493
2018-09-30,ABEV3,15.22,165995926.0,0.06120006654534203,0.20538904747273493
2018-10-31,ABEV3,13.56,441077040.0,0.06829620509723941,0.22560813459955756
2018-11-30,ABEV3,14.04,590720096.0,0.06588939815963431,0.22560813459955756
2018-12-31,ABEV3,12.99,239328401.0,0.07269111831379414,0.22560813459955756
2019-01-31,ABEV3,14.78,401957579.0,0.06360911868274503,0.22560813459955756
2019-02-28,ABEV3,14.55,873194161.0,0.06488907792102043,0.25347364237219716
2019-03-31,ABEV3,14.21,266746723.0,0.06648594298334994,0.25347364237219716
2019-04-30,ABEV3,15.59,462254186.0,0.060373881430958704,0.25347364237219716
2019-05-31,ABEV3,14.82,403790274.0,0.06427734370871029,0.2353791085517349
2019-06-30,ABEV3,15.1,309726253.0,0.06302114348947487,0.2353791085517349
2019-07-31,ABEV3,17.0,543606226.0,0.05567035864059738,0.22270644697725417
2019-08-31,ABEV3,15.81,429769433.0,0.060000995707362684,0.22270644697725417
2019-09-30,ABEV3,16.25,417377914.0,0.05827324317897419,0.22270644697725417
2019-10-31,ABEV3,14.67,356462523.0,0.06411877215079688,0.20347760372743634
2019-11-30,ABEV3,15.24,149988134.0,0.06164337273889543,0.20347760372743634
2019-12-31,ABEV3,16.11,329640660.0,0.05951710111666153,0.20347760372743634
2020-01-31,ABEV3,15.41,374764093.0,0.06236205294357256,0.20347760372743634
2020-02-29,ABEV3,12.55,657009389.0,0.07299485017900915,0.2331328354344255
2020-03-31,ABEV3,10.29,332646234.0,0.08982460546316158,0.2331328354344255
2020-04-30,ABEV3,9.79,405902576.0,0.09465863062854832,0.2331328354344255
2020-05-31,ABEV3,10.77,574830230.0,0.08052994974314993,0.1934955595553046
2020-06-30,ABEV3,12.2,497115480.0,0.07064146376652722,0.1934955595553046
2020-07-31,ABEV3,12.0,951590858.0,0.06432748048286097,0.16408399836501494
2020-08-31,ABEV3,10.62,479205558.0,0.0731220883623085,0.16408399836501494
2020-09-30,ABEV3,10.82,299190139.0,0.07170402964643233,0.16408399836501494
2020-10-31,ABEV3,10.51,575913272.0,0.07881641766308319,0.16314120494899684
2020-11-30,ABEV3,12.07,589778910.0,0.06785902475240907,0.16314120494899684
2020-12-31,ABEV3,13.81,307013521.0,0.06010629780734892,0.16314120494899684
2021-01-31,ABEV3,13.4,353242142.0,0.06241193963793957,0.16314120494899684
2021-02-28,ABEV3,12.43,480214562.0,0.07709707798335483,0.17720495382780546
2021-03-31,ABEV3,13.56,224243803.0,0.07027816592427925,0.17720495382780546
2021-04-30,ABEV3,13.25,445275320.0,0.07202879005401612,0.17720495382780546
2021-05-31,ABEV3,15.91,180505657.0,0.06293857728014807,0.1716249656148879
2021-06-30,ABEV3,15.13,496857024.0,0.06635588425087142,0.1716249656148879
2021-07-31,ABEV3,14.75,402796124.0,0.07536849861227823,0.19686129902540667
2021-08-31,ABEV3,15.16,477779157.0,0.07325035794782139,0.19686129902540667
2021-09-30,ABEV3,13.57,606080064.0,0.08230112481274439,0.19686129902540667
2021-10-31,ABEV3,15.06,759597878.0,0.07703852207509884,0.1912754655916866
2021-11-30,ABEV3,14.24,876157115.0,0.08182072490489488,0.1912754655916866
2021-12-31,ABEV3,14.14,182602739.0,0.08547196826351558,0.1912754655916866
2022-01-31,ABEV3,13.73,319525831.0,0.08822258693509571,0.1912754655916866
2022-02-28,ABEV3,13.94,649544279.0,0.0757771486682359,0.18742304200453497
2022-03-31,ABEV3,14.12,366110538.0,0.07469687998375114,0.18742304200453497
2022-04-30,ABEV3,13.32,384931858.0,0.07955177503773263,0.18742304200453497
2022-05-31,ABEV3,13.01,397829855.0,0.08078814447171033,0.20023237981272207
2022-06-30,ABEV3,12.29,306950014.0,0.08581913628628941,0.20023237981272207
2022-07-31,ABEV3,13.69,610983756.0,0.07763025229757203,0.18735341704909114
2022-08-31,ABEV3,14.0,349093991.0,0.07580723260053053,0.18735341704909114
2022-09-30,ABEV3,14.25,438253002.0,0.07441941791320814,0.18735341704909114
2022-10-31,ABEV3,14.67,425517064.0,0.0735114145744562,0.17862354284849152
2022-11-30,ABEV3,14.6,522706612.0,0.07390613056415862,0.17862354284849152
2022-12-31,ABEV3,13.91,324260407.0,0.08157098078450038,0.17862354284849152
2023-01-31,ABEV3,13.08,485072942.0,0.08712130012461593,0.17862354284849152
2023-02-28,ABEV3,12.82,529038272.0,0.0890230351129782,0.17862354284849152
2023-03-31,ABEV3,13.72,981523952.0,0.0824631479764745,0.21027289862620305
2023-04-30,ABEV3,13.56,310183222.0,0.08350752792318798,0.21027289862620305
2023-05-31,ABEV3,13.8,591488498.0,0.08418939815485761,0.21064853898674996
2023-06-30,ABEV3,14.76,281284758.0,0.07852085687196651,0.21064853898674996
2023-07-31,ABEV3,14.23,251798739.0,0.08154045919872283,0.21064853898674996
2023-08-31,ABEV3,13.26,625580339.0,0.08484643107109782,0.21157729541785966
2023-09-30,ABEV3,12.56,299893628.0,0.08977215675896622,0.21157729541785966
2023-10-31,ABEV3,12.32,822475224.0,0.09872207984135428,0.2047105438899666
2023-11-30,ABEV3,13.11,572314998.0,0.09232366408814842,0.2047105438899666
2023-12-31,ABEV3,13.73,227131534.0,0.09203619000953876,0.2047105438899666
2024-01-31,ABEV3,13.08,331794627.0,0.0969412894468946,0.2047105438899666
2024-02-29,ABEV3,12.58,1112284784.0,0.1005982266618766,0.2220125567058101
2024-03-31,ABEV3,12.49,554693253.0,0.10137369818815237,0.2220125567058101
2024-04-30,ABEV3,12.15,306600902.0,0.10438722960301794,0.2220125567058101
2024-05-31,ABEV3,11.56,727859819.0,0.1084045239705402,0.1969778410995811
2024-06-30,ABEV3,11.41,583702270.0,0.10940652812618042,0.1969778410995811
2012-12-31,AEDU3,11.44,15448218.0,0.02723678052258378,0.056258633294474156
2013-01-31,AEDU3,12.82,80009780.0,0.024471046725545426,0.056258633294474156
2013-02-28,AEDU3,13.57,49348003.0,0.023202806954318377,0.056258633294474156
2013-03-31,AEDU3,10.79,49688669.0,0.041107423833178475,0.06897889415558438
2013-04-30,AEDU3,11.91,81731278.0,0.03746947105057088,0.06897889415558438
2013-05-31,AEDU3,13.34,66037019.0,0.03428498193202518,0.07096192313720188
2013-06-30,AEDU3,12.81,67902741.0,0.03562426552618603,0.07096192313720188
2013-07-31,AEDU3,13.73,44599553.0,0.03333904134784577,0.07096192313720188
2013-08-31,AEDU3,13.75,120132494.0,0.03471813498398333,0.07486013806807205
2013-09-30,AEDU3,13.17,38038054.0,0.03618551666326742,0.07486013806807205
2013-10-31,AEDU3,13.31,68197641.0,0.03582621137549224,0.07486013806807205
2013-11-30,AEDU3,15.75,33995380.0,0.02541971584095082,0.06319413787161414
2013-12-31,AEDU3,14.8,24015528.0,0.026965104671253345,0.06319413787161414
2014-01-31,AEDU3,12.61,47289838.0,0.031330059408425474,0.06319413787161414
2014-02-28,AEDU3,13.04,88138720.0,0.03036920661788342,0.06319413787161414
2014-03-31,AEDU3,13.9,72885473.0,0.030447099898571597,0.06147242953082027
2014-04-30,AEDU3,13.71,60752192.0,0.030851375324796843,0.06147242953082027
2014-05-31,AEDU3,15.99,46009745.0,0.029934353744668206,0.06608232700321426
2014-06-30,AEDU3,18.4,134962481.0,0.026432704632509275,0.06608232700321426
2014-07-31,AEDU3,18.35,78138860.0,0.02650009414589715,0.06608232700321426
2012-12-31,AELP3,13.83,31428.0,0.38872043743842666,0.12230751008953761
2013-01-31,AELP3,12.23,11345.0,0.40838921922468346,0.12230751008953761
2013-02-28,AELP3,11.0,458244.0,0.050630601659710284,0.015072109357171634
2013-03-31,AELP3,9.44,14387.0,0.053330224199161246,0.015072109357171634
2013-04-30,AELP3,7.88,45702.0,0.05635330271806656,0.015072109357171634
2013-05-31,AELP3,7.47,65183.0,-0.0007003360431763593,-0.0019864348042524065
2013-06-30,AELP3,7.59,0.0,-0.0006970430838829714,-0.0019864348042524065
2013-07-31,AELP3,7.12,7494.0,-0.0007098809263868591,-0.0019864348042524065
2013-08-31,AELP3,7.45,3997.0,0.11817434999173415,0.031361361596909755
2013-09-30,AELP3,10.32,51277.0,0.10595655215309632,0.031361361596909755
2013-10-31,AELP3,9.42,60563.0,0.10950623487303955,0.031361361596909755
2013-11-30,AELP3,8.77,919.0,0.14106946563074865,0.03544167186371085
2013-12-31,AELP3,8.82,924.0,0.1407889852094492,0.03544167186371085
2014-01-31,AELP3,7.15,749.0,0.1513190535675618,0.03544167186371085
2014-02-28,AELP3,7.07,741.0,0.09972994656317025,0.021360176107401756
2014-03-31,AELP3,7.11,3715.0,0.0995761628017908,0.021360176107401756
2014-04-30,AELP3,6.6,3510.0,0.10209505500917537,0.021360176107401756
2014-05-31,AELP3,7.41,0.0,-0.015047480375476967,-0.008508531363426428
2014-06-30,AELP3,8.04,0.0,-0.014728686768728004,-0.008508531363426428
2014-07-31,AELP3,8.2,5082.0,-0.014647526091423715,-0.008508531363426428
2014-08-31,AELP3,8.42,869.0,-0.2832958281642541,-0.11135051425508982
2014-09-30,AELP3,7.46,0.0,-0.291611525938233,-0.11135051425508982
2014-10-31,AELP3,6.49,2680.0,-0.3005219742751467,-0.11135051425508982
2014-11-30,AELP3,7.6,0.0,-0.21253457251436098,-0.06558092295146116
2014-12-31,AELP3,9.22,0.0,-0.20255748083194397,-0.06558092295146116
2015-01-31,AELP3,7.17,9625.0,-0.21538081249849958,-0.06558092295146116
2015-02-28,AELP3,8.89,135824.0,-0.013719619748478075,0.0036564908102934427
2015-03-31,AELP3,8.18,2450.0,-0.014034874177015953,0.0036564908102934427
2015-04-30,AELP3,8.37,3392.0,-0.013949099214517913,0.0036564908102934427
2015-05-31,AELP3,8.89,0.0,0.10715353170278609,0.041564274091153146
2015-06-30,AELP3,11.25,21022.0,0.09968380286243292,0.041564274091153146
2015-07-31,AELP3,9.08,0.0,0.10648856185245614,0.041564274091153146
2015-08-31,AELP3,7.39,749.0,0.27852281454995304,0.09606513024027619
2015-09-30,AELP3,6.54,2020.0,0.28594971675863196,0.09606513024027619
2015-10-31,AELP3,5.28,19919.0,0.2975311924927637,0.09606513024027619
2015-11-30,AELP3,4.94,34570.0,0.17905902190038625,0.05869913923854416
2015-12-31,AELP3,5.59,0.0,0.17578277001643047,0.05869913923854416
2016-01-31,AELP3,5.3,0.0,0.17720744931130228,0.05869913923854416
2016-02-29,AELP3,6.02,0.0,0.11704147153499313,0.052239068220959625
2016-03-31,AELP3,9.77,5585.0,0.10646659617767158,0.052239068220959625
2016-04-30,AELP3,9.99,6198.0,0.10623925431689676,0.052239068220959625
2016-05-31,AELP3,9.65,3725.0,0.0899796965487487,0.03550347404290782
2016-06-30,AELP3,9.09,0.0,0.09141141665729795,0.03550347404290782
2016-07-31,AELP3,14.0,0.0,0.08021989465348467,0.03550347404290782
2016-08-31,AELP3,12.84,0.0,0.0811929056705271,0.03969738533755905
2016-09-30,AELP3,11.95,2395.0,0.08317030855334129,0.03969738533755905
2016-10-31,AELP3,11.7,0.0,0.08374320570477764,0.03969738533755905
2016-11-30,AELP3,10.69,1069.0,0.04740319454737318,0.022234701770040805
2016-12-31,AELP3,13.01,7402.0,0.044487461975401,0.022234701770040805
2017-01-31,AELP3,14.04,0.0,0.04330489351215104,0.022234701770040805
2017-02-28,AELP3,14.04,0.0,0.04330489351215104,0.022234701770040805
2017-03-31,AELP3,14.04,0.0,-0.0009770145926226805,0.06142081894425259
2017-04-30,AELP3,14.04,0.0,-0.0009770145926226805,0.06142081894425259
2017-05-31,AELP3,14.04,0.0,-0.0007305514597882288,0.06142081894425259
2017-06-30,AELP3,7.49,0.0,-0.0013947462990342118,0.06142081894425259
2017-07-31,AELP3,5.9,0.0,-0.0017772643458556416,0.06142081894425259
2017-08-31,AELP3,5.9,0.0,-0.0017433646166350385,0.06142081894425259
2017-09-30,AELP3,6.0,4200.0,-0.0017138177003092087,0.06142081894425259
2017-10-31,AELP3,5.7,570.0,-0.0018056240056000953,0.06142081894425259
2017-11-30,AELP3,4.79,479.0,-0.00206764851146443,0.06142081894425259
2017-12-31,AELP3,5.01,0.0,-0.001975001510518444,0.06142081894425259
2018-01-31,AELP3,4.44,444.0,-0.00223440020751716,0.06142081894425259
2018-02-28,AELP3,2.94,25078.0,-0.00341460441676645,0.06142081894425259
2018-03-31,AELP3,2.34,5268.0,-0.004267006658716159,0.06142081894425259
2018-04-30,AELP3,2.69,32384.0,-0.0036904094928510234,0.06142081894425259
2018-05-31,AELP3,2.01,2010.0,-0.0031025374132870034,0.06142081894425259
2018-06-30,AELP3,1.44,0.0,-0.0044213128552727295,0.06142081894425259
2018-07-31,AELP3,2.08,6924.0,-0.0029929057923527335,0.06142081894425259
2018-08-31,AELP3,1.99,761.0,-0.003874606051257383,0.06142081894425259
2018-09-30,AELP3,1.93,2337.0,-0.004001447025458437,0.06142081894425259
2020-11-30,AERI3,2650.78,9806611.0,0.04383007951320484,0.15399668510941542
2020-12-31,AERI3,3986.13,57963298.0,0.03090641505449102,0.15399668510941542
2021-01-31,AERI3,4719.58,64668435.0,0.02181981613760309,0.15399668510941542
2021-02-28,AERI3,4061.87,58224942.0,0.024855062390126796,0.0941394445619162
2021-03-31,AERI3,3523.74,32102997.0,0.02841017611749517,0.0941394445619162
2021-04-30,AERI3,3587.52,71019198.0,0.027936590765923572,0.0941394445619162
2021-05-31,AERI3,3786.82,59294698.0,0.028512462767668174,0.0887421510479093
2021-06-30,AERI3,3954.24,31345909.0,0.027400179619340135,0.0887421510479093
2021-07-31,AERI3,3487.86,59667811.0,0.030740845188946955,0.0887421510479093
2021-08-31,AERI3,3188.9,12204871.0,0.032366123900943004,0.10159024952098507
2021-09-30,AERI3,3184.92,31417728.0,0.032402806494667244,0.10159024952098507
2021-10-31,AERI3,3141.07,12675940.0,0.03281187214561848,0.10159024952098507
2021-11-30,AERI3,3129.11,27306319.0,0.02854764611526809,0.07811422565562967
2021-12-31,AERI3,2610.91,19550920.0,0.03366812298138325,0.07811422565562967
2022-01-31,AERI3,2571.05,25391929.0,0.0341391540010629,0.07811422565562967
2022-02-28,AERI3,2264.12,23586180.0,0.04227268854687535,0.08060248883797821
2022-03-31,AERI3,2320.0,11402970.0,0.0414968591134466,0.08060248883797821
2022-04-30,AERI3,1952.0,11565634.0,0.0482918122483572,0.08060248883797821
2022-05-31,AERI3,1424.0,4993656.0,0.05703358350009109,0.07664191394715915
2022-06-30,AERI3,1120.0,5724037.0,0.06857819767458098,0.07664191394715915
2022-07-31,AERI3,1200.0,9768970.0,0.06510993161540396,0.07664191394715915
2022-08-31,AERI3,928.0,9725666.0,0.08080913754530214,0.0787397524391243
2022-09-30,AERI3,804.0,9699830.0,0.08902514797109759,0.0787397524391243
2022-10-31,AERI3,740.0,15719468.0,0.09395553688488488,0.0787397524391243
2022-11-30,AERI3,576.0,18915671.0,0.1124226092244884,0.08325118139783373
2022-12-31,AERI3,452.0,11788326.0,0.1292913441233163,0.08325118139783373
2023-01-31,AERI3,636.0,10061511.0,0.1057467140851227,0.08325118139783373
2023-02-28,AERI3,532.0,10385172.0,0.12031925001533308,0.08494503615273058
2023-03-31,AERI3,472.0,4451127.0,0.12865401093083725,0.08494503615273058
2023-04-30,AERI3,628.0,6921075.0,0.10901890702920214,0.08494503615273058
2023-05-31,AERI3,596.0,4003597.0,0.11976695297845262,0.1030434350477036
2023-06-30,AERI3,532.0,12382087.0,0.12709414298928268,0.1030434350477036
2023-07-31,AERI3,480.0,4194634.0,0.13374216052311233,0.1030434350477036
2023-08-31,AERI3,380.0,8788700.0,0.1667299939097129,0.1131396110790194
